,Unnamed: 0,Unnamed: 0.1,user_ids,company_name,all_text,assist,balance_sc,benefit_sc,ca,contract,culture_sc,data,engineer,former_current,front,lead,management_sc,month_1,month_10,month_11,month_12,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,ny,other_states,overall_sc,research,security_sc,speacialist,support,test,wa,year_2011,year_2012,year_2013,year_2014,year_2015,year_2016,year_2017,year_2018,permanent,text_neg_score,text_neu_score,text_pos_score,num_neg_score,num_neu_score,num_pos_score,final_pbt_sc
961,1249,873,cmp-review-e145a83f48088bfe,Apple,great for college kids looking to survive and make easy money. Hard place to enter unless your referred. The people you work with are pretty down to earth and friendly. But the retail environment gets old very quick.you work with people of many talents,0,3,3,0.0,0,4,0,0,0.0,0,0,3,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,3,0,3,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1,0.025,0.681,0.294,0.0,1.0,0.0,0.13449999999999998
962,1250,875,cmp-review-a14472a90b002061,Apple,NO real complaints. Others have complained about check issues. No time sheets used.. That can cause issues. Pay could be better due to nature of the work.Ok place to work,1,4,3,0.0,0,3,0,1,0.0,1,0,3,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,3,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1,0.307,0.618,0.075,0.0,1.0,0.0,-0.11599999999999999
963,1251,876,cmp-review-3699106dd3ca9ed8,Apple,"At Apple no day will ever be the same. It is a dynamic, constantly changing and evolving environment with extremely high expectations for the employees and the quality of the support and solutions we provide to our customers. After 8.5 years with Apple I still learn something new every day. We spend a lot of time selecting the best people, and when you have talented and highky skilled employees in a very competitive environment it can be a challenge to keep them motivated when opportunities for advancement within retail are limited. I learned so much at my time with Apple from dealing with difficult customer and employee situations, to Root Cause Analysis and identifying ways to improve the business, to implementing changes that fundamentally change the way we conduct our day to day business. The management team is strong but they are stretched very thin and are not able to spend as much individual time with employees as they would like. The team overall is hardworking and talented and the most difficult part of the job is dealing with unreasonable customer requests. The most enjoyable part of the job is that we all have the ability to impact the lives of customers each and every day, and can help them improve their lives with technology - whether it be communicating with a loved one far away, managing your business with Apple solutions, or using our products to express your creativity.Exciting and constantly changing",0,3,5,0.0,0,5,0,0,0.0,0,1,5,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,5,0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1,0.03,0.785,0.185,0.0,0.0,1.0,0.5775
964,1252,877,cmp-review-176eef93278261ef,Apple,"Working for Apple was an amazing life changing experience. The knowledge you gain can never be lost and can be translated to all facets of life. I became a better professional and human being while working for Apple. Every day at Apple is a new journey, no two days were the same and things could change in an instant whether its a new product announcement or changes in policy and guidance. As an expert and specialist I could be talking to a customer one minute about how Apple products can enrich their life and troubleshooting hardware and software for a customer or employee the next minute. I was also a leader on our merchandising team that took care of all the product int eh store including but not limited to setup, imaging, cabling, and software updates. The benefits that Apple provides are incredible and unlike anything I have ever heard or experienced before. Not just traditional benefits like health and retirement but lots of added benefits and discounts.Fun inspiring place to work; great benefits",0,3,4,0.0,0,5,0,0,1.0,0,0,5,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,5,0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1,0.008,0.783,0.209,0.0,0.5,0.5,0.3505
965,1253,878,cmp-review-545dba7b732f6a0c,Apple,"I have learned a diverse set of competencies working at Apple in the past two and a half years. Since technology is always changing I am constantly dealing with ambiguity both customer facing and internally. What I've learned is how to reconstruct and improve my approach to customers and peers.
It is exciting to be able to watch people discover products through conversation and hands on knowledge. But it can be difficult to deal with the issues that arise when technology does not work. At Apple compassion is not just a thought, it is a practice. And, while some days are more difficult than others, I am always attempting to provide a better customer experience through meaningful interactions.
Apple is a place that allows you to realize what you are capable of and encourages your ideas and opinions. Through feedback and open communication with peers it is much easier to have a fun and developmental work space. I have fun every day because the people are what keep my work interesting.A culture that thrives on change despite ambiguity",0,4,5,1.0,1,5,0,0,0.0,0,0,4,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,4,0,4,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1,0.026,0.819,0.154,0.0,0.0,1.0,0.564
966,1254,879,cmp-review-77426501fcfe03ba,Apple,"Most Apple Retail employees will agree that the best part of the job is the excellent people that they work with on a daily basis. But as it turns out, the management is not nearly as competent. If Apple retail promoted from within, not only would management be substantially improved, but employee retention would be greatly increased.

The inexpensive health benefits that Apple offers, as well as generous 401(k) matching and an Employee Stock Purchase Plan, make it stand out among other retail employers.

Apple's insistence on employees having an open schedule makes it difficult, as there is no consistency in schedule which makes having a social life difficult.Excellent peers, excellent benefits, difficult schedule",0,3,4,0.0,0,5,0,0,0.0,0,0,2,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,3,0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1,0.078,0.698,0.225,0.0,0.5,0.5,0.3235
967,1255,880,cmp-review-34f4cff1c7f6598a,Apple,"Great company to work for. Job security is there if you can handle how they handle scheduling, the mandatory 8-10 hours of overtime during product release times, the extremely high levels of stress, and changing your team leader every few months (I had 11 TMs in just under 3 years). If you're looking for a static schedule of Monday thru Friday, 8:00 am to 5:00 pm, keep looking. The schedules are bid on every six months, meaning your schedule WILL change every six months, and you may at some point be asked to move to a graveyard schedule time.Pros and cons to working here",0,3,5,0.0,0,5,0,0,1.0,0,0,1,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,4,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1,0.046,0.882,0.072,0.0,0.0,1.0,0.513
968,1256,881,cmp-review-782b5102631e2017,Apple,Great company to work for. I would highly recommend working here to family or friends. amazing products demonstrated by enthusiastic and passionate employees.Excellent work atmosphere,0,4,3,0.0,0,4,0,0,1.0,1,0,4,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,4,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1,0.0,0.469,0.531,0.0,1.0,0.0,0.2655
969,1257,882,cmp-review-4ca57755ec0cdfb2,Apple,"since it's a warehouse environment it is: monotonous, unchallenging, building manager seems to want everything finished by yesterday. what i have learned: worked with new software pertaining to mac osx such as filemaker pro, some in-depth working of excel, and an understanding of mac osx.

the most enjoyable part of the job are my friends and co-workers. the professional relationship that is built and camaraderie is priceless.Not the everyday job you would like to have",1,4,1,1.0,0,2,0,1,1.0,0,0,3,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,3,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1,0.0,0.839,0.161,1.0,0.0,0.0,-0.4195
970,1258,883,cmp-review-7169043edaada91c,Apple,"Working here was great........the first month then reality strikes. Its high school all over again. Managers tracking you down while with customers to inform you of your break. You get paid vacation days but whats the use if you can't use them when you like. Pay compared to duties is a joke. Also when your sales are above a million a year and your compensation is 5% of that. They make you think that your work makes a difference lol. It's retail the guys in Cupertino are the ones creating the stuff. To put it simply OVER GLORIFIED RETAIL GIG. btw your paid a decent amount compared to other retail gigs but if you enroll in healthcare, the mandatory 401k plan and stock options your deductions are about 25% biweekly. So enjoy the benefits ;)If you lack motivation in life and like to kiss buttocks then this job is for you",0,1,2,0.0,0,1,0,0,1.0,0,0,1,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1,0.036,0.748,0.216,0.5,0.5,0.0,-0.16000000000000003
971,1259,884,cmp-review-d7fb8cc157f9be72,Apple,"Work for the experience, stay for the people. The culture of Apple is unmatched to other companies I have worked for. Their only flaw is communication with their corporate HR department.The People",0,5,5,0.0,0,5,0,0,0.0,0,0,5,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,4,0,4,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1,0.042,0.958,0.0,0.0,0.0,1.0,0.479
972,1260,885,cmp-review-a7004e69aa346b6c,Apple,"Apple provides an awesome workplace environment that's fast paced and full of energy. A typical day at work is very fast paced, working with our customers and providing them with the keys and knowledge to have a wonderful experience with their product. Management is knowledgeable, supportive, and maintains an open-door policy. I really enjoy working with my team and my customers each and every day.Awesome workplace environment.",1,5,5,0.0,0,5,0,1,0.0,0,0,5,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,5,0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1,0.0,0.791,0.209,0.0,0.0,1.0,0.6045
973,1261,886,cmp-review-caabb74034030567,Apple,"Prepare stores visual standards, My peers are the best, giving peer recognition to one another on a day to day basis. Being surrounded by creative talents, One of the hardest parts would be aligning with management with customers, Being able to teach customers how to utilize our products and software in their everyday lifeProductive and fun work environment",0,3,5,0.0,0,5,0,0,0.0,0,0,4,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,4,0,3,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1,0.0,0.767,0.233,0.0,0.0,1.0,0.6165
974,1262,887,cmp-review-726179b175e167f2,Apple,"it was fun to work there on a day to day basis, the sales specialist are a fun group to work with they are friendly, management and back of house are the areas you need to worry about. other than that good companyit was ok",0,3,5,0.0,0,5,0,0,1.0,0,0,1,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,3,0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1,0.053,0.675,0.272,0.0,0.0,1.0,0.6095
975,1263,888,cmp-review-f65fe6198f0773dd,Apple,"Apple prides themselves on customer loyalty, quality products and exceptional customer service (including tech support). They have fantastic benefits and adequate pay. They mostly hire very tech savvy people who have a vast background in troubleshooting, customer service, and knowledge of products similar to what Apple sells.

The most challenging part of the job is the constant flood of customers, one after the other (referred to as back-to-back calls) who almost always start the call frustrated and sometimes even irate. Understandably, they're calling us because their very expensive Apple product is malfunctioning in some way, or they've become frustrated trying to get a specific function or feature to work. A huge part of the job is empathizing and wording everything you say in a way that will ensure the customer you not only genuinely care about them and their issue, but also that you are fully competent and committed to fixing their issue.

Another down side to this particular position is working from home. While it may be ideal for some, it proved to not be the best atmosphere for myself. I prefer working closely with others, enjoying an office environment and creating work relationships that help to boost moral.

Some of my favorite things about Apple: the customers absolutely love the Apple products, most customers own several different Apple devices and products and have for years, it's fantastic to work for a company who has built such a loyal and dedicated customer base. I also love working with people in general, whether it be co-workers, managers, or customers.Fast paced environment troubleshooting Apple products",0,4,5,0.0,0,4,0,0,0.0,0,0,5,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,5,0,4,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1,0.046,0.727,0.227,0.0,0.0,1.0,0.5905
976,1264,889,cmp-review-52824a614302b781,Apple,This overall is a good company. There is not much balance between work and personal life. The discounts and benefits are awesome. You get to meet a lot of interesting co-workers from all backgrounds and customers as well. There is always room for movement in the company with enriching career experiences.Great company,0,2,5,0.0,0,3,0,0,0.0,0,0,3,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,4,0,4,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1,0.0,0.758,0.242,0.0,0.0,1.0,0.621
977,1265,890,cmp-review-a8cedfa226827080,Apple,"- Fast paced technical environment with great rewards
- Competitive income for students and professionals with future
- Fantastic benefit, great time off, flexible hours
- Cares about your educational progression, great reimbursement system.
- Great company to retire to, stock plan a must.
- Management knows how to talk to people, respectful, helpful. Managers want employees to succeed.One of the Best Companies to Work for in and out of School (Corporate)",1,5,4,1.0,1,5,0,1,1.0,0,0,5,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,5,0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1,0.0,0.537,0.463,0.0,0.5,0.5,0.48150000000000004
978,1266,891,cmp-review-34c03821bf5a0db2,Apple,"Very open and lax job culture. However very hard to maintain a proper work life balance, as well as move up in the company. Advancement is more so a popularity contest, and raises are minimal at best.Lax culture with some issues",0,3,5,0.0,0,4,0,0,0.0,0,0,4,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,4,0,3,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1,0.038,0.816,0.146,0.0,0.0,1.0,0.5539999999999999
979,1267,892,cmp-review-c5003bed6d72aeb4,Apple,"Keeping it short, this is a great company to work for, but it will take precedence over many things in your life. If you like people and socializing, this is not the place for you (at least the at-home positions).Convenient Place, Lonely at Times",0,2,5,1.0,0,5,0,0,0.0,0,1,4,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,4,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1,0.066,0.815,0.118,0.0,0.0,1.0,0.5259999999999999
980,1268,893,cmp-review-775b65f565f19143,Apple,"I loved working with Apple! Every day was something different in the retail store -- that made it fun and never routine! I learned tons of information about Apple and how they choose to operate -- from launch tactics, to BOH strategies, to visual merchandising, and customer relations. Apple is the best of the best and it was an honor to give them 4 years of my services. The most enjoyable part of the retail store is the Product Launches!!!A fun, exciting, and forever changing work environment!",0,5,5,0.0,0,5,0,0,1.0,0,0,5,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,5,0,5,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1,0.0,0.719,0.281,0.0,0.0,1.0,0.6405000000000001
981,1269,895,cmp-review-9f29a02727b8ffef,Apple,"You must have political savvy if you want to move up in the organization, you are not judged or evaluated by results you are ranked on how well you conform to the companies hierarchy and culture.

You can excel in your goal attainment but the leadership doesn't like you socially, you career path is limited.

They offer great benefits and work life balance, and people are friendly.

Best part of the Job was introducing customers to new technology.

Learned that business is political and nice guys truly do finish last at let at Apple. If this is how business is done then I'll remain on a path that allows me to treat people with dignity and respect and let's me sleep at night.Politcal Savvy a Must",0,5,4,1.0,0,2,0,0,1.0,0,1,2,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,3,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1,0.032,0.698,0.271,0.0,0.5,0.5,0.3695
982,1270,896,cmp-review-7148bdbbfa818313,Apple,"There's no such thing as a typical day at this job. Everything in constantly in flux, what with new products announced fairly regularly, to customers walking through our door with their own unique set of issues to be resolved. The people who work here are the absolute best at what they do. They are all passionate and motivated, and their only goal is to provide an excellent customer experience and show the customers what they can do with our technology in their lives.

Management is engaged with employees for the most part, there are times where an associate needs a manager and there are none to be found. Management is committed to employee development, and is interested in learning about us even when we are not at the office.

One of the tougher parts of the job is just keeping pace with the amount of people walking through our doors on a daily basis. We are expected to be able to help every customer in a timely manner, regardless of circumstances. The reason this is challenging is due to the fact that we oftentimes do not have the manpower to handle the amount of traffic we see come in.

The most enjoyable part of this job is by far the people you work with. These are some of the most passionate and dedicated individuals a person will ever work with. Couple that with the fact that they are all extremely nice, talented people and you've got yourself a winning team.Fast-paced and rewarding experience with life lessons",1,4,5,0.0,0,4,0,1,0.0,0,0,4,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,4,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1,0.008,0.808,0.185,0.0,0.0,1.0,0.5885
983,1271,898,cmp-review-e9ff5dac95f678f4,Apple,If you are a top notch A+ personality you will love working here.Fantastic place to work where coworkers become family,1,5,5,0.0,0,5,0,1,1.0,0,0,4,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,5,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1,0.0,0.739,0.261,0.0,0.0,1.0,0.6305000000000001
984,1272,899,cmp-review-2c5204430f36ed0a,Apple,"Apple is an awesome company for anyone to work at! They focus so much on the employee and customer experience and work hard at maintaining the high level of performance from everyone in the company as well as the culture. As part of Apple, your voice has equal impact as every other team member and feedback is valued. They pay very well and have a lot of awesome benefits!Excellent!",0,5,5,0.0,0,5,0,0,1.0,0,0,5,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,5,0,5,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1,0.035,0.763,0.202,0.0,0.0,1.0,0.5835
985,1273,900,cmp-review-a6a3002542ba50f9,Apple,In the department that I was in it was very Micro-Managed. I loved Apple Inc when I first got hired on. I would feel like I was a part of something new and wonderful. However when I was hired with the Order Admin team that changed. It felt stale. Managers would yell at you across the room with no recourse. Sometimes you are able to go to HR to report these individuals other times they automatically seem to side with the managers. It just wasn't the Apple Inc. I enjoyed. I would love to work for Apple Inc again just never for that department.Productive and Fun Workplace.,0,3,5,0.0,0,3,0,0,1.0,0,0,1,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,3,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1,0.019,0.796,0.185,0.0,0.0,1.0,0.5830000000000001
986,1274,902,cmp-review-e0e37842560026c0,Apple,"AppleCare advisors used to have a much better ability for work life balance - new changes allow for cross skilling at a much more aggressive queue management practice. ""Mandatory"" overtime abounds.

Floor management is a revolving door of misinformed, freshly promoted or on ""rotation"" reps who have no consistent team management policies or metric goals.

However - as tech call center jobs go they are above par. But for the experience that one would expect for a more relatively ""advanced"" corp? People come for the resume power and leave for better offers.No work life balance",0,1,4,0.0,0,3,0,0,0.0,0,0,1,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,3,0,3,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1,0.078,0.794,0.127,0.0,0.5,0.5,0.2745
987,1275,903,cmp-review-07c4648dcdf150bc,Apple,"If you can handle micro managing and overwhelming work loads, this is the company for you! The pay was very nice and the benefits are top notch! Sick pay, paid vacation, stock options, great 401K matchHigh stress, dealing with over demanding customers",1,1,5,0.0,0,4,0,1,1.0,0,0,2,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,5,0,5,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1,0.193,0.59,0.218,0.0,0.0,1.0,0.5125
988,1276,904,cmp-review-99e210ac647fa31c,Apple,"Benefits start immediate and are premium. The environment in laid-back advancement opportunities are available for motivated and qualified folks. Apples are always free at Cafe Mac!Great benefits, culture, and advancement opportunities",0,4,5,0.0,1,5,0,0,0.0,0,0,4,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,4,0,4,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1,0.0,0.595,0.405,0.0,0.0,1.0,0.7025
989,1277,905,cmp-review-c7fe91e4106fa25e,Apple,"This is a great job for work at home. They offer substantial pay increases when you do your job correctly. Also you are allowed to choose your scheduled when you are a top performer. Absolutely great benefits as well, as they offer medical, dental, life, 401K. You are compensated well.

Some members of management can be 'cliquey"" and tend to hire or promote their buddies. If you can stay away from those type of managers, you'll do well.Great Job for At Home Professionals",0,4,4,0.0,0,4,0,0,0.0,0,1,3,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,5,0,4,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1,0.015,0.759,0.226,0.0,0.5,0.5,0.3555
990,1278,906,cmp-review-8caecc98f5c660a1,Apple,"Great Place to work.
Enjoyed working there.
Talented people around.
Can leverage own talent and skills
Great Opportunities are given.Great Place to work",0,4,4,1.0,0,4,0,0,1.0,0,1,4,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,4,0,3,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1,0.0,0.457,0.543,0.0,0.5,0.5,0.5215000000000001
991,1279,907,cmp-review-d6741352b0ff3d7f,Apple,"I connect with people, and shine. I create rapport with our internal and external customer effortlessly. I are very approachable and I use humor to put people at ease quickly. While in a apple training session, I do my best to give the customer I individual attention and personalized service—which helps them focus on their training in a store environment that could be distracting. The most enjoyable part about my job is enriching the customer life, introducing the customer to technology that will open other there mind to a whole new world.A job experience I have learned so much from",0,5,5,0.0,1,5,0,0,0.0,0,0,5,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,5,0,5,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1,0.022,0.815,0.164,0.0,0.0,1.0,0.571
992,1280,908,cmp-review-179a2738addd1900,Apple,"One thing that is a constant at Apple is change. New products, great software!

Supporting customers and helping people discover new things is always a blast. Resolving issues and making a customers day even better is a reward in itself!

Working from home is a privilege and being provided with swag is a great bonus as well. The biggest challenge as an at Home Advisor is networking and advancing because advancing is completely dependent on metrics, and many times, that is out of the advisors control.

Having the right manager is also vital as the team managers are who help guide your career path. I have been with Apple for just under 2 years and have had 4 managers, which can be a tad challenging.Great company",0,3,5,0.0,0,5,0,0,0.0,0,0,3,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,4,0,2,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1,0.0,0.734,0.266,0.0,0.0,1.0,0.633
993,1281,909,cmp-review-ce997e92c3772019,Apple,Great place to work great training and work benefits. The products basically sell themselves and everyone want to know how to use them and how they can own one. Excellent work life balanceexcellent and fun,0,5,5,0.0,0,5,0,0,1.0,1,1,4,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,5,0,4,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1,0.0,0.603,0.397,0.0,0.0,1.0,0.6985
994,1282,910,cmp-review-5e28428360d1bd2f,Apple,Apple is a great place to learn about technology and to work with amazing people....and build not only knowledge but a friend base that will last a lifetime.A place to meet lifelong friends,0,1,3,0.0,0,3,0,0,0.0,0,0,1,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,3,0,2,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1,0.0,0.66,0.34,0.0,1.0,0.0,0.17
995,1283,911,cmp-review-be18bbcb0c7618e3,Apple,"A typical day at work consists of assisting accessibility (vision and/or hearing impaired) and non-accessibility callers with their iOS devices. On a daily basis, the team members will help one another out when a problem they are having on a call cannot be fixed on their own; teamwork is strongly encouraged and vital in this position. The team of managers in the iOS division are always pushing their team to reach full potential. The hardest part of the job is the volume of callers, but helps to maintain a rapport with customers, as well as keep focus on the task at hand. The most enjoyable part of the job is the sense of accomplishment by resolving issues which customers feel to be impossible.Continuously Learning New Things, Productive Environment, Have Nerf Guns",1,4,5,0.0,0,5,0,1,0.0,0,1,4,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,5,0,4,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1,0.013,0.806,0.181,0.0,0.0,1.0,0.5840000000000001
996,1284,913,cmp-review-fabad88c19ff3ae2,Apple,"I worked for Apple for 6 months just about. IT was a roller coaster. The only thing that makes that job bearable is your fellow employees. Otherwise it is the most fake company and has changed drastically management wise over the last few years.

Management needs a lot of work. It often says People are our soul but that is not the case anymore.

The pay is too low for what you put up with and no commissions which in theory are good are rather criminal when your company sells its own product.Fun place to work, but very political.",0,3,2,0.0,1,5,0,0,1.0,0,0,2,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,3,0,2,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1,0.129,0.817,0.055,0.5,0.5,0.0,-0.287
997,1285,914,cmp-review-4e570c67379af72b,Apple,"I worked for Apple for 3 years just about. IT was a rollercoaster. The only thing that makes that job bearable is your fellow employees. Otherwise it is the fakest company and has changed drastically management wise over the last few years.

Management needs a lot of work. It often says People are our soul but that is not the case anymore.

The pay is too low for what you put up with and no commissions which in theory are good are rather criminal when your company sells its own product.Seems great at first.",1,1,5,0.0,1,5,0,0,1.0,1,0,2,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,3,0,3,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1,0.11,0.782,0.109,0.0,0.0,1.0,0.4995
998,1286,915,cmp-review-9dd53efef13025e0,Apple,"I like had benefits, good job security and the pay was good. I also that I met people that cool to talk during my breaks. I also like the break room area it's very nice and clean. the seurity there is very tight and they watch everything that you do and making sure that your not cause no problems.Nice cafeteria",1,5,5,1.0,0,5,0,1,1.0,0,0,5,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,5,0,5,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1,0.019,0.597,0.384,0.0,0.0,1.0,0.6825
999,1287,916,cmp-review-98c27061a488b8fb,Apple,"repetitive and they don't pay good at all, not recomandableNot a good place to work",0,0,0,0.0,0,0,0,0,1.0,1,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1,0.376,0.552,0.072,0.0,0.0,0.0,-0.152
1000,1288,917,cmp-review-fa0d80ba0b29ae14,Apple,"Apple's a great place to work if you want to keep current with what's happening in the world of Technology. You'll be the first with hands on. You'll have the experience of working with people from all parts of the planet. You'll learn how people are using their technology to perform jobs you didn't even know exist.

The coworkers are very helpful and very creative. On the downside, Apple has a policy of hiring part-time rather than full-time. Recently Apple has been cutting down on long term full-time employees and replacing them with part-time. Part-time benefits though good are limited.

Stock prices tend to increase quicker then employees income and limit the ability for employees afford to purchase. The value of Apple stock is great if you're able to invest. I do recommend at least trying to purchase it. Stock is much more affordable if you're in management.

Pay increases tend to be smaller then the efforts performed. During evaluations you reminded that Apple is retail environment ""the pay better and the rest of the mall"". You're treated as one of the many during pay evaluations and a large part of your increase is based on store results more then your own. Apple is more likely to hire 10 part-time employees before turning five current employees in to full-time.

Average lifespan of an employee is 2 to 5 years. the hardest part of the job are the hours. Hours very and you have to be available for any shift seven days a week.

The most enjoyable part of the job is meeting new people every day and helping them make quality decisions that may have a major impactKeep current with Technology and the latest Applications.",0,2,3,0.0,0,5,0,0,1.0,1,0,3,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,3,0,2,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1,0.031,0.834,0.135,0.0,1.0,0.0,0.052000000000000005
1001,1289,918,cmp-review-f66669a0006faa01,Apple,"good experience, good experience , little pay and little advancementmac world",0,5,4,0.0,0,4,0,0,1.0,0,0,4,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,5,0,4,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1,0.08,0.503,0.417,0.0,0.5,0.5,0.41850000000000004
